ensembl_gene_id,external_gene_name,gene_age,gene_Interval,gene_branch
FBGN0039376,CG14354,202,132-272,22
FBGN0028746,CG18508,291,272-310,21
FBGN0011708,SYX5,1714,1660-1768,3
FBGN0027594,DRPR,987,952-1023,8
FBGN0259167,CG42272,419,358-480,18
FBGN0053995,CG33995,419,358-480,18
FBGN0031869,CG18304,672,601-743,14
FBGN0028990,SPN27A,419,358-480,18
FBGN0030941,WGN,291,272-310,21
FBGN0015316,TRY29F,291,272-310,21
FBGN0003268,ROD,987,952-1023,8
FBGN0250839,CG2016,672,601-743,14
FBGN0037288,CG14661,672,601-743,14
FBGN0026239,GUKH,419,358-480,18
FBGN0037045,CG10584,556,530-583,16
FBGN0037626,CG8236,291,272-310,21
FBGN0030494,CPR12A,91,50-132,23
FBGN0035686,CPR65AZ,419,358-480,18
FBGN0050045,CPR49AA,419,358-480,18
FBGN0038380,CG14877,291,272-310,21
FBGN0036028,CG16717,419,358-480,18
FBGN0037181,CG11370,291,272-310,21
FBGN0034743,RPS16,950,948-952,9
FBGN0052250,PMP34,950,948-952,9
FBGN0030218,CG1628,950,948-952,9
FBGN0020018,PPOX,1488,1480-1496,5
FBGN0039039,LMD,1064,1023-1105,7
FBGN0261872,SCAF6,987,952-1023,8
FBGN0000826,PNG,35,34-37,25
FBGN0085400,SIDE-V,291,272-310,21
FBGN0031468,CG2975,22,11-34,26
FBGN0054056,CG34056,810,797-824,11
FBGN0035336,CG9004,1714,1660-1768,3
FBGN0038269,RRP6,1714,1660-1768,3
FBGN0030753,RNGO,1488,1480-1496,5
FBGN0039734,TACE,987,952-1023,8
FBGN0086676,SPIN,987,952-1023,8
FBGN0040384,CG32795,1064,1023-1105,7
FBGN0032694,MESR3,950,948-952,9
FBGN0031544,CG17593,1488,1480-1496,5
FBGN0086895,PEA,>4290,>4290,0
FBGN0260997,CG42598,886,824-948,10
FBGN0085599,CG41284,886,824-948,10
FBGN0035435,PIG-C,419,358-480,18
FBGN0030951,CG6873,91,50-132,23
FBGN0011726,TSR,1714,1660-1768,3
FBGN0046687,TRE1,950,948-952,9
FBGN0032400,CG6770,91,50-132,23
FBGN0031829,IFT52,987,952-1023,8
FBGN0029929,CG4593,>4290,>4290,0
FBGN0039486,CAIX,950,948-952,9
FBGN0039838,CG3669,950,948-952,9
FBGN0040628,CG18672,22,11-34,26
FBGN0038956,CG5379,950,948-952,9
FBGN0040629,CG18673,950,948-952,9
FBGN0029943,ATG5,1488,1480-1496,5
FBGN0085484,PDXK,1714,1660-1768,3
FBGN0036763,TRPRS-M,>4290,>4290,0
FBGN0085434,NACP60E,950,948-952,9
FBGN0032849,MRPS18B,987,952-1023,8
FBGN0039212,SYX18,1488,1480-1496,5
FBGN0035388,CG2162,810,797-824,11
FBGN0261787,BRUN,1488,1480-1496,5
FBGN0038760,MED25,987,952-1023,8
FBGN0039170,CG13609,987,952-1023,8
FBGN0025469,SLV,1064,1023-1105,7
FBGN0031399,MIO,1714,1660-1768,3
FBGN0037235,CG1103,886,824-948,10
FBGN0003525,STG,1488,1480-1496,5
FBGN0002673,TWE,1488,1480-1496,5
FBGN0030930,PGANT7,886,824-948,10
FBGN0022029,L(2)K01209,1488,1480-1496,5
FBGN0034646,RAE1,1714,1660-1768,3
FBGN0263863,MRPL45,810,797-824,11
FBGN0039335,VPS33B,>4290,>4290,0
FBGN0283658,MUC,1714,1660-1768,3
FBGN0036309,HIP1,1488,1480-1496,5
FBGN0034264,DLISH,950,948-952,9
FBGN0262517,LTN1,1714,1660-1768,3
FBGN0028509,CENG1A,202,132-272,22
FBGN0032848,NESD,419,358-480,18
FBGN0031238,CG3645,>4290,>4290,0
FBGN0028426,RNASEZ,>4290,>4290,0
FBGN0264953,PIEZO,1714,1660-1768,3
FBGN0267430,PZL,1714,1660-1768,3
FBGN0010504,KERMIT,987,952-1023,8
FBGN0042094,ADK3,987,952-1023,8
FBGN0023518,TRR,317,310-325,20
FBGN0039863,CG1815,987,952-1023,8
FBGN0024187,SYD,987,952-1023,8
FBGN0038725,CG6184,987,952-1023,8
FBGN0265974,TTV,987,952-1023,8
FBGN0014859,HR38,810,797-824,11
FBGN0017567,ND-23,886,824-948,10
FBGN0036239,POP2,>4290,>4290,0
FBGN0015919,CAUP,950,948-952,9
FBGN0015904,ARA,950,948-952,9
FBGN0030654,CG15643,1064,1023-1105,7
FBGN0031053,CG14223,672,601-743,14
FBGN0027330,L(1)G0020,>4290,>4290,0
FBGN0261283,SREBP,1292,1105-1480,6
FBGN0027496,EPSILONCOP,1714,1660-1768,3
FBGN0037108,ALG11,>4290,>4290,0
FBGN0085423,GRAMD1B,1488,1480-1496,5
FBGN0005775,CON,419,358-480,18
FBGN0036801,MYPT-75D,987,952-1023,8
FBGN0040068,VAV,987,952-1023,8
FBGN0038950,CG5382,1488,1480-1496,5
FBGN0039859,CG11539,950,948-952,9
FBGN0040007,RPL38,1488,1480-1496,5
FBGN0010441,PLL,810,797-824,11
FBGN0020616,SA,1714,1660-1768,3
FBGN0043865,SA-2,1714,1660-1768,3
FBGN0034046,TUN,950,948-952,9
FBGN0002940,NINAE,202,132-272,22
FBGN0003248,RH2,202,132-272,22
FBGN0019940,RH6,987,952-1023,8
FBGN0025608,FAF2,987,952-1023,8
FBGN0085384,CG34355,748,743-753,13
FBGN0262515,VHAAC45,987,952-1023,8
FBGN0026196,NOP5,>4290,>4290,0
FBGN0034455,CG11007,950,948-952,9
FBGN0030655,CG9213,1488,1480-1496,5
FBGN0261873,SDT,950,948-952,9
FBGN0266719,STAC,672,601-743,14
FBGN0029095,ARU,987,952-1023,8
FBGN0035607,CG4835,202,132-272,22
FBGN0036229,CG7248,202,132-272,22
FBGN0036346,CG11251,556,530-583,16
FBGN0038924,CG6028,556,530-583,16
FBGN0005778,PPD5,43,37-50,24
FBGN0261399,PP1-Y1,317,310-325,20
FBGN0053510,CG33510,556,530-583,16
FBGN0053509,CG33509,556,530-583,16
FBGN0053511,CG33511,556,530-583,16
FBGN0032913,CG9259,556,530-583,16
FBGN0085408,SHROOM,886,824-948,10
FBGN0026149,BCL7-LIKE,886,824-948,10
FBGN0037958,CG6962,987,952-1023,8
FBGN0037627,CG13318,317,310-325,20
FBGN0003388,SHD,556,530-583,16
FBGN0035255,RABX5,>4290,>4290,0
FBGN0052105,LMX1A,987,952-1023,8
FBGN0037656,CG11986,1292,1105-1480,6
FBGN0085409,SMAL,505,480-530,17
FBGN0039809,CG15547,1064,1023-1105,7
FBGN0004652,FRU,556,530-583,16
FBGN0032839,AANATL3,556,530-583,16
FBGN0019643,AANAT1,556,530-583,16
FBGN0031791,AANATL2,556,530-583,16
FBGN0034428,AANATL6,556,530-583,16
FBGN0051248,CG31248,556,530-583,16
FBGN0034429,AANATL4,43,37-50,24
FBGN0034426,AANATL5,556,530-583,16
FBGN0029813,AGMNAT,556,530-583,16
FBGN0051493,CG31493,22,11-34,26
FBGN0034137,CG4945,672,601-743,14
FBGN0013756,MTOR,1488,1480-1496,5
FBGN0037276,CG17387,987,952-1023,8
FBGN0004778,CCP84AF,91,50-132,23
FBGN0004781,CCP84AC,91,50-132,23
FBGN0029811,CPR5C,35,34-37,25
FBGN0004780,CCP84AD,91,50-132,23
FBGN0004782,CCP84AB,341,325-358,19
FBGN0004777,CCP84AG,341,325-358,19
FBGN0004783,CCP84AA,341,325-358,19
FBGN0004779,CCP84AE,341,325-358,19
FBGN0000552,EDG84A,91,50-132,23
FBGN0062517,CG16984,987,952-1023,8
FBGN0034720,LIPRIN-GAMMA,987,952-1023,8
FBGN0026630,NES,1488,1480-1496,5
FBGN0037657,HYX,1292,1105-1480,6
FBGN0029993,CG1571,987,952-1023,8
FBGN0032520,CG10859,987,952-1023,8
FBGN0036195,DNAI2,987,952-1023,8
FBGN0026089,CG14817,505,480-530,17
FBGN0003016,OSP,810,797-824,11
FBGN0039347,CG5071,556,530-583,16
FBGN0265434,ZIP,987,952-1023,8
FBGN0031189,CG14618,1714,1660-1768,3
FBGN0035534,MRPS6,592,583-601,15
FBGN0284248,CYT-C-P,987,952-1023,8
FBGN0086917,SPOK,22,11-34,26
FBGN0003486,SPO,592,583-601,15
FBGN0051475,CG31475,886,824-948,10
FBGN0259171,PDE9,556,530-583,16
FBGN0038080,CG12279,987,952-1023,8
FBGN0036916,MTR3,1714,1660-1768,3
FBGN0031374,WDR62,>4290,>4290,0
FBGN0014031,SPAT,>4290,>4290,0
FBGN0033186,CG1602,950,948-952,9
FBGN0025185,AZ2,35,34-37,25
FBGN0037856,LEASH,202,132-272,22
FBGN0013342,NSYB,592,583-601,15
FBGN0032860,CG15130,556,530-583,16
FBGN0004053,ZEN,950,948-952,9
FBGN0050480,CG30480,22,11-34,26
FBGN0004054,ZEN2,950,948-952,9
FBGN0035581,DNAH3,987,952-1023,8
FBGN0051712,CG31712,987,952-1023,8
FBGN0034459,TTLL6A,22,11-34,26
FBGN0259794,SINAH,91,50-132,23
FBGN0265194,TRPM,950,948-952,9
FBGN0053093,CG33093,556,530-583,16
FBGN0038981,CG5346,556,530-583,16
FBGN0053099,CG33099,556,530-583,16
FBGN0030640,CG6294,950,948-952,9
FBGN0010217,ATPSYNBETA,1488,1480-1496,5
FBGN0039469,TWDLC,291,272-310,21
FBGN0029170,TWDLT,505,480-530,17
FBGN0031957,TWDLE,505,480-530,17
FBGN0029888,ND-ASHI,987,952-1023,8
FBGN0053506,CG33506,950,948-952,9
FBGN0032346,CSL4,1714,1660-1768,3
FBGN0265174,PIG-V,1488,1480-1496,5
FBGN0034487,EFHC1.2,987,952-1023,8
FBGN0030691,EFHC1.1,987,952-1023,8
FBGN0023091,DIMM,810,797-824,11
FBGN0000014,ABD-A,810,797-824,11
FBGN0036199,BMCP,1488,1480-1496,5
FBGN0261285,PPCS,1488,1480-1496,5
FBGN0032724,CG10428,775,753-797,12
FBGN0034292,CG5767,202,132-272,22
FBGN0034291,CG5770,202,132-272,22
FBGN0054005,CG34005,202,132-272,22
FBGN0034293,CG14495,91,50-132,23
FBGN0034294,MUC55B,91,50-132,23
FBGN0034295,CG10911,202,132-272,22
FBGN0034296,CG10912,91,50-132,23
FBGN0085415,CG34386,91,50-132,23
FBGN0085225,CG34196,43,37-50,24
FBGN0033205,CG2064,202,132-272,22
FBGN0085245,CG34216,91,50-132,23
FBGN0033207,CG12826,202,132-272,22
FBGN0033677,CG8321,202,132-272,22
FBGN0040465,DLIP3,91,50-132,23
FBGN0034097,CG3687,202,132-272,22
FBGN0085341,CG34312,43,37-50,24
FBGN0050058,CG30058,43,37-50,24
FBGN0033808,CG4627,202,132-272,22
FBGN0003091,PKC53E,987,952-1023,8
FBGN0034168,CG15614,202,132-272,22
FBGN0085219,CG34190,43,37-50,24
FBGN0034173,CG9010,91,50-132,23
FBGN0050461,CG30461,43,37-50,24
FBGN0033921,TEJ,202,132-272,22
FBGN0085250,CG34221,202,132-272,22
FBGN0000448,HR3,8,6-11,27
FBGN0033498,CG12209,91,50-132,23
FBGN0033499,CG12914,91,50-132,23
FBGN0033501,CG12911,202,132-272,22
FBGN0034741,CG4269,202,132-272,22
FBGN0034742,CG4294,91,50-132,23
FBGN0053143,CG33143,419,358-480,18
FBGN0053475,CG33475,43,37-50,24
FBGN0053476,CG33476,202,132-272,22
FBGN0053477,CG33477,202,132-272,22
FBGN0033516,CG12898,202,132-272,22
FBGN0033515,IR47A,91,50-132,23
FBGN0041242,GR47A,91,50-132,23
FBGN0250822,CG34222,202,132-272,22
FBGN0033504,CAP,291,272-310,21
FBGN0033502,CG12910,202,132-272,22
FBGN0054045,CG34045,202,132-272,22
FBGN0050042,CPR49AB,317,310-325,20
FBGN0033723,CG13155,202,132-272,22
FBGN0033724,CG8501,43,37-50,24
FBGN0033726,CPR49AD,202,132-272,22
FBGN0033728,CPR49AE,419,358-480,18
FBGN0033729,CPR49AF,317,310-325,20
FBGN0050050,CG30050,91,50-132,23
FBGN0053626,CG33626,91,50-132,23
FBGN0053627,CG33627,91,50-132,23
FBGN0033732,CG13157,91,50-132,23
FBGN0034945,CG10904,91,50-132,23
FBGN0034948,PPP1R15,341,325-358,19
FBGN0050178,CG30178,91,50-132,23
FBGN0034958,CG3907,419,358-480,18
FBGN0034961,CG3163,91,50-132,23
FBGN0023170,RPL39,202,132-272,22
FBGN0034973,CG13564,91,50-132,23
FBGN0033268,OBP44A,202,132-272,22
FBGN0260390,CG42516,91,50-132,23
FBGN0033265,COIL,91,50-132,23
FBGN0052117,CG32117,91,50-132,23
FBGN0033258,CG8712,91,50-132,23
FBGN0033680,CG13186,202,132-272,22
FBGN0262820,CG43191,202,132-272,22
FBGN0017414,CAG,91,50-132,23
FBGN0033448,HEBE,202,132-272,22
FBGN0053194,CHEA29A,43,37-50,24
FBGN0050001,CG30001,202,132-272,22
FBGN0040477,CID,202,132-272,22
FBGN0033848,CG13330,91,50-132,23
FBGN0033850,CG13331,202,132-272,22
FBGN0033851,CG13332,91,50-132,23
FBGN0033855,LINK,202,132-272,22
FBGN0067905,IM14,8,6-11,27
FBGN0040653,IM4,91,50-132,23
FBGN0053758,CG33758,91,50-132,23
FBGN0053757,CG33757,91,50-132,23
FBGN0034551,CG15225,43,37-50,24
FBGN0263742,CG43667,91,50-132,23
FBGN0263849,CG43710,43,37-50,24
FBGN0263848,CG43709,91,50-132,23
FBGN0034548,CG13443,91,50-132,23
FBGN0085230,CG34201,91,50-132,23
FBGN0034545,CG13438,91,50-132,23
FBGN0041240,GR57A,202,132-272,22
FBGN0034541,CG13437,202,132-272,22
FBGN0034538,CG16799,341,325-358,19
FBGN0034523,NNF1A,91,50-132,23
FBGN0051658,NNF1B,91,50-132,23
FBGN0033990,CG10265,91,50-132,23
FBGN0034183,SMYDA-6,202,132-272,22
FBGN0034871,CG3906,91,50-132,23
FBGN0034869,CG13558,202,132-272,22
FBGN0034867,CG13557,91,50-132,23
FBGN0034866,OR59C,341,325-358,19
FBGN0034865,OR59B,341,325-358,19
FBGN0026384,OR59A,341,325-358,19
FBGN0034861,CG9815,91,50-132,23
FBGN0040734,CG15065,22,11-34,26
FBGN0050110,CG30110,35,34-37,25
FBGN0050325,CG30325,35,34-37,25
FBGN0034263,CG10934,91,50-132,23
FBGN0260763,CG42561,91,50-132,23
FBGN0034255,OXP,22,11-34,26
FBGN0034737,CG11362,22,11-34,26
FBGN0085475,CG34446,22,11-34,26
FBGN0262141,CG42867,22,11-34,26
FBGN0034768,OBP58B,35,34-37,25
FBGN0034769,OBP58C,22,11-34,26
FBGN0034774,CG13526,91,50-132,23
FBGN0085218,CG34189,91,50-132,23
FBGN0034122,CG15711,91,50-132,23
FBGN0050099,CG30099,35,34-37,25
FBGN0034103,PRIM,35,34-37,25
FBGN0053017,CG33017,22,11-34,26
FBGN0034082,CG10734,22,11-34,26
FBGN0034052,CG8299,22,11-34,26
FBGN0050472,CG30472,22,11-34,26
FBGN0014865,MTK,22,11-34,26
FBGN0085236,CG34207,35,34-37,25
FBGN0262961,CG43272,35,34-37,25
FBGN0046294,CG12699,35,34-37,25
FBGN0034206,CG18469,35,34-37,25
FBGN0262882,CG43237,22,11-34,26
FBGN0262567,CG43107,43,37-50,24
FBGN0086350,TEF,91,50-132,23
FBGN0263114,CG43371,91,50-132,23
FBGN0263033,CG43328,91,50-132,23
FBGN0264329,CG43788,22,11-34,26
FBGN0050187,CG30187,22,11-34,26
FBGN0263707,CG43659,91,50-132,23
FBGN0034819,CG9877,22,11-34,26
FBGN0034820,CG13538,43,37-50,24
FBGN0034829,CG9899,91,50-132,23
FBGN0040063,YIP3,35,34-37,25
FBGN0034838,CG12782,43,37-50,24
FBGN0034839,CG13540,22,11-34,26
FBGN0034841,CG13541,22,11-34,26
FBGN0050416,CG30416,35,34-37,25
FBGN0034870,CG13559,22,11-34,26
FBGN0067903,IM18,22,11-34,26
FBGN0262845,CG43209,35,34-37,25
FBGN0050177,CG30177,35,34-37,25
FBGN0034966,CG13563,22,11-34,26
FBGN0034998,CG13577,22,11-34,26
FBGN0259187,IR60D,35,34-37,25
FBGN0050430,CG30430,22,11-34,26
FBGN0259968,SFP60F,22,11-34,26
FBGN0011694,EBPII,22,11-34,26
FBGN0035097,CG13405,91,50-132,23
FBGN0040688,CG12483,22,11-34,26
FBGN0035138,CG13884,35,34-37,25
FBGN0035139,CG13891,35,34-37,25
FBGN0001316,KLAR,202,132-272,22
FBGN0085296,CG34267,35,34-37,25
FBGN0085297,CG34268,35,34-37,25
FBGN0025676,CKIIALPHA-I3,22,11-34,26
FBGN0035159,CG13896,35,34-37,25
FBGN0035239,CG18170,22,11-34,26
FBGN0262030,CG42841,22,11-34,26
FBGN0259703,CG42357,43,37-50,24
FBGN0259702,CG42356,91,50-132,23
FBGN0260431,CG42526,22,11-34,26
FBGN0035955,CG5194,91,50-132,23
FBGN0052024,CG32024,35,34-37,25
FBGN0262361,CG43059,35,34-37,25
FBGN0035855,CG7366,91,50-132,23
FBGN0263246,CG43389,22,11-34,26
FBGN0052279,DRSL2,35,34-37,25
FBGN0052282,DRSL4,35,34-37,25
FBGN0035434,DRSL5,35,34-37,25
FBGN0052274,DRSL1,35,34-37,25
FBGN0052268,DRSL6,35,34-37,25
FBGN0262484,CG43074,91,50-132,23
FBGN0262535,CG43089,91,50-132,23
FBGN0015585,ACP63F,22,11-34,26
FBGN0264516,CG43915,22,11-34,26
FBGN0052259,CG32259,22,11-34,26
FBGN0052249,CG32249,35,34-37,25
FBGN0035574,RHOGEF64C,43,37-50,24
FBGN0047330,CG32235,35,34-37,25
FBGN0047334,BG642312,22,11-34,26
FBGN0035709,EIF4E4,91,50-132,23
FBGN0250849,CG32388,22,11-34,26
FBGN0054030,CG34030,91,50-132,23
FBGN0261536,CG42660,22,11-34,26
FBGN0261537,CG42661,22,11-34,26
FBGN0262984,CG43292,35,34-37,25
FBGN0052368,CG32368,22,11-34,26
FBGN0260967,CG42590,91,50-132,23
FBGN0264478,CG43886,22,11-34,26
FBGN0054025,CG34025,35,34-37,25
FBGN0028504,CG12182,91,50-132,23
FBGN0261858,CG42787,35,34-37,25
FBGN0052304,OBST-I,91,50-132,23
FBGN0036046,ILP2,91,50-132,23
FBGN0036075,CG8065,91,50-132,23
FBGN0260396,CG42521,22,11-34,26
FBGN0039522,CG13972,987,952-1023,8
FBGN0022710,AC13E,987,952-1023,8
FBGN0020378,SP1,775,753-797,12
FBGN0000524,DX,987,952-1023,8
FBGN0085446,CG34417,317,310-325,20
FBGN0038866,CG5810,3,0-6,28
FBGN0030060,CG2004,341,325-358,19
FBGN0016641,PTP-ER,987,952-1023,8
FBGN0037120,CG11247,3,0-6,28
FBGN0032979,CLAMP,950,948-952,9
FBGN0034142,CG8306,1064,1023-1105,7
FBGN0050438,CG30438,419,358-480,18
FBGN0036343,CG14115,419,358-480,18
FBGN0051646,DIP-THETA,291,272-310,21
FBGN0037712,CG16789,987,952-1023,8
FBGN0051826,CG31826,202,132-272,22
FBGN0263027,CG43322,419,358-480,18
FBGN0011276,HLH3B,419,358-480,18
FBGN0051163,SKIP,291,272-310,21
FBGN0263108,BTBVII,291,272-310,21
FBGN0034391,CG15080,291,272-310,21
FBGN0035384,CG2113,556,530-583,16
FBGN0023540,CG3630,556,530-583,16
FBGN0030592,CG9514,419,358-480,18
FBGN0033608,CG13220,419,358-480,18
FBGN0285951,MRPS34,748,743-753,13
FBGN0030838,CG5445,672,601-743,14
FBGN0037354,CG12171,950,948-952,9
FBGN0051549,CG31549,950,948-952,9
FBGN0037981,SPT3,950,948-952,9
FBGN0032248,BUG22,987,952-1023,8
FBGN0085433,CG34404,950,948-952,9
FBGN0038360,CG9590,987,952-1023,8
FBGN0052418,VITO,419,358-480,18
FBGN0034476,TOLL-7,886,824-948,10
FBGN0038714,CPR92A,419,358-480,18
FBGN0052104,CG32104,1488,1480-1496,5
FBGN0034411,CG18605,91,50-132,23
FBGN0035617,L(3)PSG2,35,34-37,25
FBGN0033698,CG8858,1488,1480-1496,5
FBGN0039404,CG14543,419,358-480,18
FBGN0039201,CG13617,419,358-480,18
FBGN0010516,WAL,3,0-6,28
FBGN0036450,TDRD3,987,952-1023,8
FBGN0042180,CG18870,291,272-310,21
FBGN0039727,VPS13B,291,272-310,21
FBGN0016038,VSP37A,1064,1023-1105,7
FBGN0039620,WAT,419,358-480,18
FBGN0037290,CG1124,672,601-743,14
FBGN0039003,WFS1,3,0-6,28
FBGN0038854,CG7044,419,358-480,18
FBGN0033826,CG4734,419,358-480,18
FBGN0028425,JHI-21,>4290,>4290,0
FBGN0031016,KEK5,950,948-952,9
FBGN0037350,CG2911,419,358-480,18
FBGN0038389,CG5516,341,325-358,19
FBGN0064116,CG33713,419,358-480,18
FBGN0031632,CG15628,419,358-480,18
FBGN0267428,CG45781,419,358-480,18
FBGN0004118,NACHRBETA2,341,325-358,19
FBGN0032753,CG17572,419,358-480,18
FBGN0032633,LRCH,341,325-358,19
FBGN0036727,CG7589,810,797-824,11
FBGN0029733,CG6927,810,797-824,11
FBGN0039840,PHCL-2,810,797-824,11
FBGN0032719,CG17321,419,358-480,18
FBGN0031228,ND-15,592,583-601,15
FBGN0037906,PGRP-LB,317,310-325,20
FBGN0036302,SOWAH,419,358-480,18
FBGN0050197,CG30197,341,325-358,19
FBGN0033610,CG18335,202,132-272,22
FBGN0020258,PPK,43,37-50,24
FBGN0038224,ATPSYNE,419,358-480,18
FBGN0042185,MCU,1488,1480-1496,5
FBGN0263973,JV,419,358-480,18
FBGN0052177,NDFIP,950,948-952,9
FBGN0024366,CG11409,419,358-480,18
FBGN0032243,KLP31E,291,272-310,21
FBGN0082585,SPRT,419,358-480,18
FBGN0039204,CG6607,1064,1023-1105,7
FBGN0035591,CG4611,419,358-480,18
FBGN0058470,CG40470,950,948-952,9
FBGN0032166,CG4619,317,310-325,20
FBGN0036575,CG5157,419,358-480,18
FBGN0034552,CG17999,317,310-325,20
FBGN0035641,CG5568,317,310-325,20
FBGN0035006,CG4563,317,310-325,20
FBGN0034553,CG9993,317,310-325,20
FBGN0038731,CG11659,317,310-325,20
FBGN0038732,CG11391,317,310-325,20
FBGN0038733,CG11407,317,310-325,20
FBGN0037996,CG4830,317,310-325,20
FBGN0038730,CG6300,317,310-325,20
FBGN0038734,CG11453,317,310-325,20
FBGN0033733,CG8834,317,310-325,20
FBGN0035642,CG18586,317,310-325,20
FBGN0029687,VAP33,341,325-358,19
FBGN0029830,GRIP,291,272-310,21
FBGN0034592,CG9406,22,11-34,26
FBGN0001169,H,419,358-480,18
FBGN0263606,HSC20,1488,1480-1496,5
FBGN0263601,MIB1,886,824-948,10
FBGN0034380,VPS51,1714,1660-1768,3
FBGN0004618,GL,987,952-1023,8
FBGN0027287,GMAP,950,948-952,9
FBGN0040347,MUS81,1488,1480-1496,5
FBGN0036967,SCCRO4,672,601-743,14
FBGN0036964,FRG1,1292,1105-1480,6
FBGN0260859,BET3,>4290,>4290,0
FBGN0031454,HEMK2,>4290,>4290,0
FBGN0036937,IR76B,950,948-952,9
FBGN0259215,IR93A,91,50-132,23
FBGN0040929,CG12659,1488,1480-1496,5
FBGN0031873,GAS41,1488,1480-1496,5
FBGN0285954,CAZ,987,952-1023,8
FBGN0027948,MSPS,>4290,>4290,0
FBGN0040290,RECQ4,987,952-1023,8
FBGN0263351,AP-2MU,>4290,>4290,0
FBGN0037146,CG7470,1488,1480-1496,5
FBGN0011020,SAS-4,987,952-1023,8
FBGN0261284,BOU,775,753-797,12
FBGN0011715,SNR1,1488,1480-1496,5
FBGN0044452,ATG2,1488,1480-1496,5
FBGN0053285,CG33285,22,11-34,26
FBGN0020294,KO,810,797-824,11
FBGN0032397,TOM70,>4290,>4290,0
FBGN0264002,MSR2,810,797-824,11
FBGN0035331,MSR1,810,797-824,11
FBGN0015756,RPL9,>4290,>4290,0
FBGN0005411,U2AF50,987,952-1023,8
FBGN0051368,CG31368,1488,1480-1496,5
FBGN0037690,TASK7,950,948-952,9
FBGN0038165,TASK6,950,948-952,9
FBGN0010905,SPN,950,948-952,9
FBGN0004374,NEB,91,50-132,23
FBGN0034975,ENOK,1064,1023-1105,7
FBGN0033371,CNT1,91,50-132,23
FBGN0025709,CNT2,950,948-952,9
FBGN0039500,CG5984,1292,1105-1480,6
FBGN0033029,NOT3,1714,1660-1768,3
FBGN0035622,TM9SF3,1714,1660-1768,3
FBGN0015379,DOD,1292,1105-1480,6
FBGN0039555,MRPS22,987,952-1023,8
FBGN0040077,PRIMO-1,950,948-952,9
FBGN0040076,PRIMO-2,950,948-952,9
FBGN0022338,DNK,987,952-1023,8
FBGN0028476,USP1,291,272-310,21
FBGN0015000,BETAGGT-I,1488,1480-1496,5
FBGN0085430,CG34401,886,824-948,10
FBGN0263602,TASP1,1488,1480-1496,5
FBGN0034225,VEIL,950,948-952,9
FBGN0259101,CG42249,950,948-952,9
FBGN0050103,CG30103,950,948-952,9
FBGN0050104,NT5E-2,950,948-952,9
FBGN0040001,FASN3,886,824-948,10
FBGN0029672,CG2875,>4290,>4290,0
FBGN0028685,RPT4,>4290,>4290,0
FBGN0039709,CAD99C,810,797-824,11
FBGN0028427,ILK,987,952-1023,8
FBGN0032149,CG4036,987,952-1023,8
FBGN0051390,MED7,1488,1480-1496,5
FBGN0052113,VPS13D,1488,1480-1496,5
FBGN0053303,CG33303,1488,1480-1496,5
FBGN0083956,CG34120,1488,1480-1496,5
FBGN0038747,RHOGAP92B,1064,1023-1105,7
FBGN0025519,FIDIPIDINE,1488,1480-1496,5
FBGN0002521,PHO,987,952-1023,8
FBGN0043458,CG12084,950,948-952,9
FBGN0028662,VHAPPA1-1,>4290,>4290,0
FBGN0262514,VHAPPA1-2,91,50-132,23
FBGN0264078,FLO2,950,948-952,9
FBGN0039799,CG15543,91,50-132,23
FBGN0003423,SLGA,1488,1480-1496,5
FBGN0026741,MRPL18,987,952-1023,8
FBGN0039252,CG11771,1488,1480-1496,5
FBGN0022153,L(2)K05819,1064,1023-1105,7
FBGN0000617,E(Y)1,1488,1480-1496,5
FBGN0035484,CG11594,1292,1105-1480,6
FBGN0283525,L(2)10685,987,952-1023,8
FBGN0035624,EAF6,1488,1480-1496,5
FBGN0039565,CG4884,419,358-480,18
FBGN0032646,MEFTS,>4290,>4290,0
FBGN0004227,NONA,987,952-1023,8
FBGN0015520,NONA-L,987,952-1023,8
FBGN0085395,SHAWL,950,948-952,9
FBGN0032015,OSTGAMMA,1488,1480-1496,5
FBGN0024980,SYX4,341,325-358,19
FBGN0037917,WKD,1488,1480-1496,5
FBGN0085376,CG34347,775,753-797,12
FBGN0051121,CG31121,1714,1660-1768,3
FBGN0263199,GALK,1488,1480-1496,5
FBGN0037566,MRPL1,775,753-797,12
FBGN0032856,CG16798,317,310-325,20
FBGN0010356,TAF5,1488,1480-1496,5
FBGN0037213,CG12581,775,753-797,12
FBGN0043455,CG5986,1488,1480-1496,5
FBGN0261983,L(2)GD1,1064,1023-1105,7
FBGN0028554,X16,950,948-952,9
FBGN0010414,SERT,886,824-948,10
FBGN0020412,JIL-1,1488,1480-1496,5
FBGN0033112,SPN42DB,748,743-753,13
FBGN0266098,RG,950,948-952,9
FBGN0033995,GPHR,1488,1480-1496,5
FBGN0029148,NHP2,>4290,>4290,0
FBGN0029798,CG4078,987,952-1023,8
FBGN0003638,SU(W[A]),987,952-1023,8
FBGN0037874,TCTP,1488,1480-1496,5
FBGN0032221,SCHIP1,35,34-37,25
FBGN0037475,FER1,950,948-952,9
FBGN0033988,PCS,987,952-1023,8
FBGN0037895,CG6723,886,824-948,10
FBGN0250757,CG42235,886,824-948,10
FBGN0029950,CG9657,886,824-948,10
FBGN0264816,KOKO,987,952-1023,8
FBGN0036580,PDCD-5,1488,1480-1496,5
FBGN0039738,MGAT2,810,797-824,11
