ensembl_gene_id,external_gene_name,gene_age,gene_Interval,gene_branch
ENSGALG00000036327,NGEF,886,824-948,10
ENSGALG00000005559,MRPS23,810,797-824,11
ENSGALG00000026639,SMCO4,544,473-615,15
ENSGALG00000005660,NF1,1488,1480-1496,5
ENSGALG00000005575,AKAP1,886,824-948,10
ENSGALG00000005549,CUEDC1,950,948-952,9
ENSGALG00000005668,WSB1,680,676-684,13
ENSGALG00000026392,PIPOX,1578,1496-1660,4
ENSGALG00000016804,SLC5A7,645,615-676,14
ENSGALG00000019215,ARL6,987,952-1023,8
ENSGALG00000050046,,544,473-615,15
ENSGALG00000015418,,544,473-615,15
ENSGALG00000040949,,544,473-615,15
ENSGALG00000015414,NSUN3,645,615-676,14
ENSGALG00000005140,RRAD,645,615-676,14
ENSGALG00000033720,CA7,680,676-684,13
ENSGALG00000038957,NAE1,1934,1768-2101,2
ENSGALG00000022206,,1488,1480-1496,5
ENSGALG00000005241,DYNC1LI2,1488,1480-1496,5
ENSGALG00000053683,,1488,1480-1496,5
ENSGALG00000048040,,1488,1480-1496,5
ENSGALG00000005251,CMTM4,950,948-952,9
ENSGALG00000000424,CMTM3,950,948-952,9
ENSGALG00000039673,GALNS,987,952-1023,8
ENSGALG00000006250,TRAPPC2L,1578,1496-1660,4
ENSGALG00000006242,PABPN1L,424,413-435,17
ENSGALG00000030040,CDH15,645,615-676,14
ENSGALG00000028363,SPG7,950,948-952,9
ENSGALG00000052842,ANKRD11,645,615-676,14
ENSGALG00000054988,,1578,1496-1660,4
ENSGALG00000006175,DPEP1,645,615-676,14
ENSGALG00000023472,,987,952-1023,8
ENSGALG00000000811,IST1,1714,1660-1768,3
ENSGALG00000003906,MPHOSPH10,1714,1660-1768,3
ENSGALG00000003913,MCEE,1064,1023-1105,7
ENSGALG00000007220,FTH1,987,952-1023,8
ENSGALG00000034811,RPLP2,1934,1768-2101,2
ENSGALG00000012170,LIN7C,544,473-615,15
ENSGALG00000012163,BDNF,645,615-676,14
ENSGALG00000012160,KIF18A,645,615-676,14
ENSGALG00000012886,,645,615-676,14
ENSGALG00000012731,TBC1D7,645,615-676,14
ENSGALG00000029659,BPHL,454,435-473,16
ENSGALG00000012837,EXOC2,1578,1496-1660,4
ENSGALG00000033170,GMDS,1064,1023-1105,7
ENSGALG00000019555,SERPINB1,645,615-676,14
ENSGALG00000031525,TSTA3,1934,1768-2101,2
ENSGALG00000033828,PYCR3,645,615-676,14
ENSGALG00000036497,SOX4,1714,1660-1768,3
ENSGALG00000013191,NDUFS6,645,615-676,14
ENSGALG00000028336,MED10,544,473-615,15
ENSGALG00000032975,UBE2QL1,454,435-473,16
ENSGALG00000013064,NSUN2,1934,1768-2101,2
ENSGALG00000013063,SRD5A1,987,952-1023,8
ENSGALG00000027654,C5ORF49,680,676-684,13
ENSGALG00000031495,TRIO,645,615-676,14
ENSGALG00000013100,GRB10,987,952-1023,8
ENSGALG00000043198,,645,615-676,14
ENSGALG00000032247,ATP1A1,>4290,>4290,0
ENSGALG00000013834,CCDC28A,645,615-676,14
ENSGALG00000015346,NFKBIZ,645,615-676,14
ENSGALG00000016949,WBP4,950,948-952,9
ENSGALG00000016951,MTRF1,645,615-676,14
ENSGALG00000013400,PDCD6,1714,1660-1768,3
ENSGALG00000039071,,18,0-37,29
ENSGALG00000029220,PCSK7,>4290,>4290,0
ENSGALG00000007298,BACE1,645,615-676,14
ENSGALG00000007114,APOA1,544,473-615,15
ENSGALG00000007310,CEP164,544,473-615,15
ENSGALG00000030139,,18,0-37,29
ENSGALG00000046843,,645,615-676,14
ENSGALG00000037273,,645,615-676,14
ENSGALG00000007144,SIK3,1714,1660-1768,3
ENSGALG00000007418,CD3D,454,435-473,16
ENSGALG00000021271,MPZL3,454,435-473,16
ENSGALG00000015089,GAP43,544,473-615,15
ENSGALG00000040620,LSAMP,645,615-676,14
ENSGALG00000035919,EPN2,886,824-948,10
ENSGALG00000005096,B9D1,987,952-1023,8
ENSGALG00000007278,GRIN2A,950,948-952,9
ENSGALG00000012044,ANK2,645,615-676,14
ENSGALG00000014884,ISL1,987,952-1023,8
ENSGALG00000015571,RAD17,1578,1496-1660,4
ENSGALG00000020534,AK6,>4290,>4290,0
ENSGALG00000029198,YDJC,950,948-952,9
ENSGALG00000036739,UBE2L3,645,615-676,14
ENSGALG00000039434,PIAS2,1578,1496-1660,4
ENSGALG00000030672,TRIP4,>4290,>4290,0
ENSGALG00000027050,SENP8,1578,1496-1660,4
ENSGALG00000001798,BBS4,950,948-952,9
ENSGALG00000001774,NEO1,645,615-676,14
ENSGALG00000030812,CSNK1G1,950,948-952,9
ENSGALG00000002150,CPEB1,987,952-1023,8
ENSGALG00000008086,ACTR1A,1714,1660-1768,3
ENSGALG00000000067,SPR,1064,1023-1105,7
ENSGALG00000008844,SLC31A1,680,676-684,13
ENSGALG00000007190,ATP6V1G1,680,676-684,13
ENSGALG00000000234,EPB41L4A,987,952-1023,8
ENSGALG00000015442,FSD1L,680,676-684,13
ENSGALG00000000220,APC,987,952-1023,8
ENSGALG00000015443,FKTN,950,948-952,9
ENSGALG00000049966,,1714,1660-1768,3
ENSGALG00000035906,YTHDC1,645,615-676,14
ENSGALG00000052648,PRR14L,544,473-615,15
ENSGALG00000006872,PISD,>4290,>4290,0
ENSGALG00000050051,RNF224,987,952-1023,8
ENSGALG00000000273,FER,645,615-676,14
ENSGALG00000053517,CDC26,454,435-473,16
ENSGALG00000008857,PRPF4,1714,1660-1768,3
ENSGALG00000008926,CADPS2,987,952-1023,8
ENSGALG00000037773,ST3GAL1,680,676-684,13
ENSGALG00000047027,,18,0-37,29
ENSGALG00000031461,CTDP1,1934,1768-2101,2
ENSGALG00000031754,KCNG2,645,615-676,14
ENSGALG00000049812,SLC66A2,1488,1480-1496,5
ENSGALG00000005621,CAMK2A,296,280-312,20
ENSGALG00000011982,PDE5A,>4290,>4290,0
ENSGALG00000041203,CRMP1,645,615-676,14
ENSGALG00000009732,PCDH18,544,473-615,15
ENSGALG00000010595,GPR65,645,615-676,14
ENSGALG00000010607,SPATA7,950,948-952,9
ENSGALG00000010616,PTPN21,645,615-676,14
ENSGALG00000009744,FAM98B,1064,1023-1105,7
ENSGALG00000028203,SPRED1,950,948-952,9
ENSGALG00000009801,C5H15ORF41,950,948-952,9
ENSGALG00000020438,DPH6,1934,1768-2101,2
ENSGALG00000009838,AQR,>4290,>4290,0
ENSGALG00000009844,ACTC1,1934,1768-2101,2
ENSGALG00000011086,ACTA1,63,47-80,26
ENSGALG00000009845,GJD2,680,676-684,13
ENSGALG00000000777,EYA3,950,948-952,9
ENSGALG00000012735,EDN1,645,615-676,14
ENSGALG00000012739,HIVEP1,645,615-676,14
ENSGALG00000049299,TMEM170B,454,435-473,16
ENSGALG00000012747,NEDD9,987,952-1023,8
ENSGALG00000035636,PHYH,1064,1023-1105,7
ENSGALG00000034198,MCM10,987,952-1023,8
ENSGALG00000013738,OPTN,645,615-676,14
ENSGALG00000030140,CCDC3,680,676-684,13
ENSGALG00000014038,CDC123,645,615-676,14
ENSGALG00000013967,NUDT5,645,615-676,14
ENSGALG00000008162,FBXO18,680,676-684,13
ENSGALG00000006332,RBM17,1714,1660-1768,3
ENSGALG00000040369,PFKFB3,1934,1768-2101,2
ENSGALG00000053526,NTF3,645,615-676,14
ENSGALG00000008081,PIK3CG,680,676-684,13
ENSGALG00000001223,PEX10,1714,1660-1768,3
ENSGALG00000000523,STK38,1714,1660-1768,3
ENSGALG00000000154,DENND2D,645,615-676,14
ENSGALG00000000106,LRIF1,544,473-615,15
ENSGALG00000004574,NPPA,382,352-413,18
ENSGALG00000004572,NPPC,544,473-615,15
ENSGALG00000004590,CLCN6,1578,1496-1660,4
ENSGALG00000004612,MTHFR,>4290,>4290,0
ENSGALG00000000186,MTCH1,987,952-1023,8
ENSGALG00000036219,STK35,645,615-676,14
ENSGALG00000026816,,680,676-684,13
ENSGALG00000026225,PSMD12,1934,1768-2101,2
ENSGALG00000027152,HELZ,1578,1496-1660,4
ENSGALG00000003911,CACNG5,645,615-676,14
ENSGALG00000033376,APOH,544,473-615,15
ENSGALG00000003650,NOL11,950,948-952,9
ENSGALG00000003590,,544,473-615,15
ENSGALG00000002655,ITGAV,987,952-1023,8
ENSGALG00000008738,,454,435-473,16
ENSGALG00000012055,,680,676-684,13
ENSGALG00000012067,LMLN,645,615-676,14
ENSGALG00000006267,TPX2,987,952-1023,8
ENSGALG00000004531,PLOD1,645,615-676,14
ENSGALG00000004533,KIAA2013,950,948-952,9
ENSGALG00000031684,RCC2,1934,1768-2101,2
ENSGALG00000024053,ICMT,645,615-676,14
ENSGALG00000006123,,987,952-1023,8
ENSGALG00000037601,TBC1D25,>4290,>4290,0
ENSGALG00000038313,EFHD2,987,952-1023,8
ENSGALG00000043129,DEDD,645,615-676,14
ENSGALG00000034777,VPS13D,1578,1496-1660,4
ENSGALG00000032496,SIRT3,1292,1105-1480,6
ENSGALG00000043684,PSMD13,1934,1768-2101,2
ENSGALG00000001779,KIAA0895L,680,676-684,13
ENSGALG00000010974,GSC,544,473-615,15
ENSGALG00000010999,DICER1,1578,1496-1660,4
ENSGALG00000011076,SYNE3,544,473-615,15
ENSGALG00000012505,LRFN5,645,615-676,14
ENSGALG00000042534,NFATC1,645,615-676,14
ENSGALG00000031323,ATP9B,645,615-676,14
ENSGALG00000026011,GALR1,454,435-473,16
ENSGALG00000047060,,44,42-47,27
ENSGALG00000046023,NAXE,>4290,>4290,0
ENSGALG00000002319,TEKT2,886,824-948,10
ENSGALG00000039738,SLC9A3,1934,1768-2101,2
ENSGALG00000043833,OLAH,544,473-615,15
ENSGALG00000019794,MSTO1,1714,1660-1768,3
ENSGALG00000050314,SRSF4,987,952-1023,8
ENSGALG00000030305,XKR8,645,615-676,14
ENSGALG00000007307,USP7,1714,1660-1768,3
ENSGALG00000006088,DCTN5,1488,1480-1496,5
ENSGALG00000006073,NDUFAB1,1714,1660-1768,3
ENSGALG00000006068,TNRC6A,645,615-676,14
ENSGALG00000006043,RBBP6,454,435-473,16
ENSGALG00000007158,SOCS1,544,473-615,15
ENSGALG00000007167,CLEC16A,1714,1660-1768,3
ENSGALG00000035113,DEXI,454,435-473,16
ENSGALG00000049356,,18,0-37,29
ENSGALG00000007241,NUBP1,>4290,>4290,0
ENSGALG00000050207,EMP2,645,615-676,14
ENSGALG00000037241,KCNAB2,>4290,>4290,0
ENSGALG00000036214,PARK7,>4290,>4290,0
ENSGALG00000043204,PAX7,645,615-676,14
ENSGALG00000050621,MRPS16,>4290,>4290,0
ENSGALG00000000535,ERRFI1,680,676-684,13
ENSGALG00000001115,MMEL1,645,615-676,14
ENSGALG00000044581,MIIP,332,312-352,19
ENSGALG00000028437,TRIM62,544,473-615,15
ENSGALG00000026558,ZNF362,645,615-676,14
ENSGALG00000041122,SLC17A8,1714,1660-1768,3
ENSGALG00000011594,NR1H4,810,797-824,11
ENSGALG00000030515,UBE2N,1578,1496-1660,4
ENSGALG00000011280,EEA1,987,952-1023,8
ENSGALG00000011277,C12ORF74,987,952-1023,8
ENSGALG00000014071,ITPR2,680,676-684,13
ENSGALG00000014042,SSPN,645,615-676,14
ENSGALG00000048539,BHLHE41,987,952-1023,8
ENSGALG00000030943,KRAS,645,615-676,14
ENSGALG00000047024,ZNF469,544,473-615,15
ENSGALG00000005872,BANP,645,615-676,14
ENSGALG00000005779,FBXO31,645,615-676,14
ENSGALG00000051582,,544,473-615,15
ENSGALG00000038923,,544,473-615,15
ENSGALG00000054822,,544,473-615,15
ENSGALG00000048343,,544,473-615,15
ENSGALG00000050831,,544,473-615,15
ENSGALG00000028140,CNTFR,544,473-615,15
ENSGALG00000014863,TMEM267,950,948-952,9
ENSGALG00000011664,RASSF6,987,952-1023,8
ENSGALG00000015728,MUSK,645,615-676,14
ENSGALG00000015729,LPAR1,680,676-684,13
ENSGALG00000027872,STBD1,454,435-473,16
ENSGALG00000034501,ATP8B2,>4290,>4290,0
ENSGALG00000010110,TMEM53,886,824-948,10
ENSGALG00000010228,TOE1,1934,1768-2101,2
ENSGALG00000010221,ZSWIM5,645,615-676,14
ENSGALG00000010219,UROD,1714,1660-1768,3
ENSGALG00000042321,LYN,544,473-615,15
ENSGALG00000013001,CTNND2,645,615-676,14
ENSGALG00000013043,ATPSCKMT,1578,1496-1660,4
ENSGALG00000033232,LMAN2,544,473-615,15
ENSGALG00000004184,SPARC,886,824-948,10
ENSGALG00000004176,ATOX1,454,435-473,16
ENSGALG00000038582,SLC36A1,>4290,>4290,0
ENSGALG00000004320,FAT2,987,952-1023,8
ENSGALG00000004160,G3BP1,1578,1496-1660,4
ENSGALG00000004134,GLRA1,645,615-676,14
ENSGALG00000034999,ZHX1,680,676-684,13
ENSGALG00000039387,PSMA2,>4290,>4290,0
ENSGALG00000037258,MRPL32,645,615-676,14
ENSGALG00000034628,CCDC127,645,615-676,14
ENSGALG00000013167,SDHA,987,952-1023,8
ENSGALG00000043433,SCX,950,948-952,9
ENSGALG00000047421,,18,0-37,29
ENSGALG00000016622,STS,886,824-948,10
ENSGALG00000016805,SULT1C3,987,952-1023,8
ENSGALG00000023120,SULT1B1,987,952-1023,8
ENSGALG00000005298,,645,615-676,14
ENSGALG00000005063,ST6GALNAC4,645,615-676,14
ENSGALG00000039791,DOLPP1,1578,1496-1660,4
ENSGALG00000032342,MIGA2,886,824-948,10
ENSGALG00000003677,NTNG2,645,615-676,14
ENSGALG00000003712,RAPGEF1,1488,1480-1496,5
ENSGALG00000003732,UCK1,1714,1660-1768,3
ENSGALG00000048117,DNLZ,645,615-676,14
ENSGALG00000004573,LRRC8A,645,615-676,14
ENSGALG00000026007,DOLK,645,615-676,14
ENSGALG00000043394,NUP188,987,952-1023,8
ENSGALG00000052302,,18,0-37,29
ENSGALG00000048936,,886,824-948,10
ENSGALG00000041102,,886,824-948,10
ENSGALG00000021553,B3GNTL,544,473-615,15
ENSGALG00000001637,PSMD5,1578,1496-1660,4
ENSGALG00000001645,KCNT1,810,797-824,11
ENSGALG00000001692,CAMSAP1,645,615-676,14
ENSGALG00000002375,NOTCH1,645,615-676,14
ENSGALG00000002364,SEC16A,645,615-676,14
ENSGALG00000001275,PDCL,>4290,>4290,0
ENSGALG00000001314,PTGS1,680,676-684,13
ENSGALG00000014833,RPL37,680,676-684,13
ENSGALG00000035927,ST8SIA5,645,615-676,14
ENSGALG00000037829,LOXHD1,950,948-952,9
ENSGALG00000031018,RNF165,544,473-615,15
ENSGALG00000041081,,544,473-615,15
ENSGALG00000030707,,18,0-37,29
ENSGALG00000043758,,1292,1105-1480,6
ENSGALG00000037880,ATP5A1Z,1292,1105-1480,6
ENSGALG00000001918,DNAJB5,680,676-684,13
ENSGALG00000003283,,950,948-952,9
ENSGALG00000015177,GNAQ,245,237-254,22
ENSGALG00000015391,KCMF1,987,952-1023,8
ENSGALG00000035780,,39,37-42,28
ENSGALG00000014891,ITGA1,987,952-1023,8
ENSGALG00000040136,PSTPIP2,1488,1480-1496,5
ENSGALG00000014700,DHX29,645,615-676,14
ENSGALG00000014709,SKIV2L2,>4290,>4290,0
ENSGALG00000014711,PLPP1,810,797-824,11
ENSGALG00000010125,CSGALNACT1,886,824-948,10
ENSGALG00000026598,NXNL2,645,615-676,14
ENSGALG00000015683,GNG10,680,676-684,13
ENSGALG00000028608,BTC,544,473-615,15
ENSGALG00000003310,SLC45A2,1714,1660-1768,3
ENSGALG00000003326,AMACR,1292,1105-1480,6
ENSGALG00000011506,NUP54,645,615-676,14
ENSGALG00000011524,PPEF2,645,615-676,14
ENSGALG00000043935,AFF1,950,948-952,9
ENSGALG00000011017,KLHL8,645,615-676,14
ENSGALG00000011543,SDAD1,>4290,>4290,0
ENSGALG00000011078,PTPN13,645,615-676,14
ENSGALG00000011109,MAPK10,1578,1496-1660,4
ENSGALG00000011124,ARHGAP24,987,952-1023,8
ENSGALG00000013129,RPRD1A,987,952-1023,8
ENSGALG00000003189,NFYC,1714,1660-1768,3
ENSGALG00000038708,KCNQ4,645,615-676,14
ENSGALG00000017189,C1H11ORF70,987,952-1023,8
ENSGALG00000017715,TINAGL1,>4290,>4290,0
ENSGALG00000042214,UBQLN4,950,948-952,9
ENSGALG00000029812,RAB25,544,473-615,15
ENSGALG00000011281,SGO1,544,473-615,15
ENSGALG00000011278,KAT2B,>4290,>4290,0
ENSGALG00000011272,RAB5A,454,435-473,16
ENSGALG00000041337,OTUD6A,1934,1768-2101,2
ENSGALG00000033091,RUNX1T1,645,615-676,14
ENSGALG00000053989,TRIQK,680,676-684,13
ENSGALG00000046258,,987,952-1023,8
ENSGALG00000041493,,44,42-47,27
ENSGALG00000036456,TRIB1,544,473-615,15
ENSGALG00000035478,FAM91A1,1714,1660-1768,3
ENSGALG00000038946,KLHL38,645,615-676,14
ENSGALG00000013817,SPIRE1,680,676-684,13
ENSGALG00000034099,ATP6V1C1,>4290,>4290,0
ENSGALG00000029295,AZIN1,>4290,>4290,0
ENSGALG00000035669,ADNP2,645,615-676,14
ENSGALG00000041334,SNRPD1,1578,1496-1660,4
ENSGALG00000033118,FAM83H,645,615-676,14
ENSGALG00000049689,,>4290,>4290,0
ENSGALG00000029279,,39,37-42,28
ENSGALG00000012712,RBM24,645,615-676,14
ENSGALG00000012715,CAP2,1934,1768-2101,2
ENSGALG00000012720,NUP153,680,676-684,13
ENSGALG00000030185,PTDSS1,1714,1660-1768,3
ENSGALG00000040511,MTERF3,810,797-824,11
ENSGALG00000029319,UQCRB,645,615-676,14
ENSGALG00000035393,LRRC14B,645,615-676,14
ENSGALG00000009399,GATAD1,987,952-1023,8
ENSGALG00000029571,TMEM55A,886,824-948,10
ENSGALG00000029509,NECAB1,645,615-676,14
ENSGALG00000042599,TMEM64,1578,1496-1660,4
ENSGALG00000013637,TDP2,987,952-1023,8
ENSGALG00000013632,ACOT13,886,824-948,10
ENSGALG00000013628,C6ORF62,680,676-684,13
ENSGALG00000013626,GMNN,680,676-684,13
ENSGALG00000013624,FAM65B,886,824-948,10
ENSGALG00000039690,STMN2,950,948-952,9
ENSGALG00000035031,HEY1,987,952-1023,8
ENSGALG00000052037,,18,0-37,29
ENSGALG00000034376,,544,473-615,15
ENSGALG00000054604,,18,0-37,29
ENSGALG00000024466,CCL17,18,0-37,29
ENSGALG00000051002,,174,111-237,23
ENSGALG00000052636,,18,0-37,29
ENSGALG00000047426,,18,0-37,29
ENSGALG00000039008,,18,0-37,29
ENSGALG00000041408,,18,0-37,29
ENSGALG00000050937,,18,0-37,29
ENSGALG00000054646,,63,47-80,26
ENSGALG00000048508,,18,0-37,29
ENSGALG00000052865,,44,42-47,27
ENSGALG00000039573,,89,80-98,25
ENSGALG00000047425,,44,42-47,27
ENSGALG00000050799,,18,0-37,29
ENSGALG00000036916,,18,0-37,29
ENSGALG00000031139,LSM3,18,0-37,29
ENSGALG00000054180,,18,0-37,29
ENSGALG00000004127,,266,254-280,21
ENSGALG00000030064,,89,80-98,25
ENSGALG00000028222,,174,111-237,23
ENSGALG00000007530,,18,0-37,29
ENSGALG00000007546,,454,435-473,16
ENSGALG00000029462,,104,98-111,24
ENSGALG00000008689,,245,237-254,22
ENSGALG00000055035,,44,42-47,27
ENSGALG00000052381,,44,42-47,27
ENSGALG00000023444,APELA,104,98-111,24
ENSGALG00000009622,,18,0-37,29
ENSGALG00000054138,,18,0-37,29
ENSGALG00000054217,,18,0-37,29
ENSGALG00000011849,IL2,18,0-37,29
ENSGALG00000052375,,39,37-42,28
ENSGALG00000045901,,44,42-47,27
ENSGALG00000051383,,18,0-37,29
ENSGALG00000052494,,266,254-280,21
ENSGALG00000047372,,63,47-80,26
ENSGALG00000040428,MAVS,266,254-280,21
ENSGALG00000036547,,544,473-615,15
ENSGALG00000054913,,18,0-37,29
ENSGALG00000054019,,18,0-37,29
ENSGALG00000049332,,18,0-37,29
ENSGALG00000052976,,18,0-37,29
ENSGALG00000047207,,18,0-37,29
ENSGALG00000053375,,18,0-37,29
ENSGALG00000055072,,18,0-37,29
ENSGALG00000050736,,18,0-37,29
ENSGALG00000050668,,18,0-37,29
ENSGALG00000050552,,18,0-37,29
ENSGALG00000051635,,245,237-254,22
ENSGALG00000052726,,18,0-37,29
ENSGALG00000048024,,18,0-37,29
ENSGALG00000053422,,63,47-80,26
ENSGALG00000044151,,18,0-37,29
ENSGALG00000034288,,18,0-37,29
ENSGALG00000027805,,39,37-42,28
ENSGALG00000054678,,39,37-42,28
ENSGALG00000012836,,39,37-42,28
ENSGALG00000030461,ADIRF,44,42-47,27
ENSGALG00000051554,,18,0-37,29
ENSGALG00000043909,,174,111-237,23
ENSGALG00000047864,,18,0-37,29
ENSGALG00000039648,,18,0-37,29
ENSGALG00000049101,,174,111-237,23
ENSGALG00000037020,SCT,266,254-280,21
ENSGALG00000045199,,104,98-111,24
ENSGALG00000047684,,18,0-37,29
ENSGALG00000054561,,18,0-37,29
ENSGALG00000054609,,18,0-37,29
ENSGALG00000049105,,104,98-111,24
ENSGALG00000050964,,18,0-37,29
ENSGALG00000047879,,18,0-37,29
ENSGALG00000055082,,18,0-37,29
ENSGALG00000041098,,18,0-37,29
ENSGALG00000041420,,44,42-47,27
ENSGALG00000052949,,296,280-312,20
ENSGALG00000045478,,89,80-98,25
ENSGALG00000053706,C14ORF2,266,254-280,21
ENSGALG00000049009,,104,98-111,24
ENSGALG00000039480,,44,42-47,27
ENSGALG00000053523,,18,0-37,29
ENSGALG00000043329,,18,0-37,29
ENSGALG00000048373,,104,98-111,24
ENSGALG00000051604,,18,0-37,29
ENSGALG00000010218,,18,0-37,29
ENSGALG00000052586,,18,0-37,29
ENSGALG00000043088,,89,80-98,25
ENSGALG00000052560,,18,0-37,29
ENSGALG00000031069,,18,0-37,29
ENSGALG00000054493,,174,111-237,23
ENSGALG00000053456,,174,111-237,23
ENSGALG00000048381,,174,111-237,23
ENSGALG00000051482,,174,111-237,23
ENSGALG00000054624,,18,0-37,29
ENSGALG00000052313,,18,0-37,29
ENSGALG00000048961,,18,0-37,29
ENSGALG00000021688,CD320,266,254-280,21
ENSGALG00000047638,,39,37-42,28
ENSGALG00000047233,,18,0-37,29
ENSGALG00000051052,,18,0-37,29
ENSGALG00000054633,,18,0-37,29
ENSGALG00000054002,G6PC3,645,615-676,14
ENSGALG00000000478,TANC2,544,473-615,15
ENSGALG00000043285,CNTD1,987,952-1023,8
ENSGALG00000053351,,987,952-1023,8
ENSGALG00000034262,VPS25,>4290,>4290,0
ENSGALG00000044230,ARHGAP27,1064,1023-1105,7
ENSGALG00000008039,MFSD13A,950,948-952,9
ENSGALG00000026957,SEMA4G,987,952-1023,8
ENSGALG00000034352,MRPL43,1714,1660-1768,3
ENSGALG00000017627,C10ORF2,645,615-676,14
ENSGALG00000023612,LZTS2,544,473-615,15
ENSGALG00000020726,,680,676-684,13
ENSGALG00000048448,,18,0-37,29
ENSGALG00000000201,PLEKHM1,987,952-1023,8
ENSGALG00000012241,KLHDC1,>4290,>4290,0
ENSGALG00000039299,LASP1,987,952-1023,8
ENSGALG00000023881,PLXDC1,645,615-676,14
ENSGALG00000008802,TECTB,454,435-473,16
ENSGALG00000008840,ACSL5,987,952-1023,8
ENSGALG00000030034,G6PC,645,615-676,14
ENSGALG00000002937,PSME3,1064,1023-1105,7
ENSGALG00000002765,NBR1,645,615-676,14
ENSGALG00000009929,SOST,645,615-676,14
ENSGALG00000001191,MEOX1,886,824-948,10
ENSGALG00000036678,ETV4,987,952-1023,8
ENSGALG00000032305,DHX8,>4290,>4290,0
ENSGALG00000040017,THRA,454,435-473,16
ENSGALG00000029142,ORMDL3,645,615-676,14
ENSGALG00000001055,NSF,>4290,>4290,0
ENSGALG00000001079,WNT3,645,615-676,14
ENSGALG00000041907,CDK5R1,886,824-948,10
ENSGALG00000000674,MYO1D,544,473-615,15
ENSGALG00000045846,PDK2,544,473-615,15
ENSGALG00000051244,,18,0-37,29
ENSGALG00000029558,,544,473-615,15
ENSGALG00000050240,TBX21,44,42-47,27
ENSGALG00000032149,OSBPL7,454,435-473,16
ENSGALG00000014387,MRPL10,987,952-1023,8
ENSGALG00000036683,PNPO,1488,1480-1496,5
ENSGALG00000036452,CDK5RAP3,1578,1496-1660,4
ENSGALG00000011937,NFE2L1,680,676-684,13
ENSGALG00000033926,CBX1,950,948-952,9
ENSGALG00000017553,SNX11,1714,1660-1768,3
ENSGALG00000027305,SKAP1,680,676-684,13
ENSGALG00000034907,HOXB5,645,615-676,14
ENSGALG00000001525,,950,948-952,9
ENSGALG00000001309,SNF8,>4290,>4290,0
ENSGALG00000030739,MSL1,987,952-1023,8
ENSGALG00000049517,CHMP2A,1934,1768-2101,2
ENSGALG00000039523,MRM1,645,615-676,14
ENSGALG00000001311,ARHGAP44,454,435-473,16
ENSGALG00000005938,,680,676-684,13
ENSGALG00000001163,NDEL1,1488,1480-1496,5
ENSGALG00000019768,ACSF2,886,824-948,10
ENSGALG00000007961,ARMC7,645,615-676,14
ENSGALG00000019761,,950,948-952,9
ENSGALG00000007955,SLC16A5,950,948-952,9
ENSGALG00000007934,KCTD2,645,615-676,14
ENSGALG00000003526,TUBGCP2,>4290,>4290,0
ENSGALG00000053549,ADAM8,645,615-676,14
ENSGALG00000003249,CHUK,810,797-824,11
ENSGALG00000005649,,680,676-684,13
ENSGALG00000002479,MAT1A,1292,1105-1480,6
ENSGALG00000000625,MAPT,645,615-676,14
ENSGALG00000000603,KANSL1,987,952-1023,8
ENSGALG00000000371,CRHR1,544,473-615,15
ENSGALG00000047800,,645,615-676,14
ENSGALG00000033530,,645,615-676,14
ENSGALG00000032628,SRCIN1,950,948-952,9
ENSGALG00000032658,FMNL1,1714,1660-1768,3
ENSGALG00000028519,CCR10,544,473-615,15
ENSGALG00000047761,,89,80-98,25
ENSGALG00000050946,,89,80-98,25
ENSGALG00000015623,HGFAC,454,435-473,16
ENSGALG00000007808,HID1,1488,1480-1496,5
ENSGALG00000028214,OTOP3,454,435-473,16
ENSGALG00000038769,USH1G,886,824-948,10
ENSGALG00000029445,FADS6,680,676-684,13
ENSGALG00000001335,FAM18B1,1934,1768-2101,2
ENSGALG00000002050,EXOC7,1714,1660-1768,3
ENSGALG00000004373,KCNJ16,645,615-676,14
ENSGALG00000004376,KCNJ2,544,473-615,15
ENSGALG00000004370,MAP2K6,645,615-676,14
ENSGALG00000023359,BTBD17,680,676-684,13
ENSGALG00000022536,GPR142,544,473-615,15
ENSGALG00000021362,GPRC5C,680,676-684,13
ENSGALG00000039263,OXLD1,544,473-615,15
ENSGALG00000004514,PDE6G,544,473-615,15
ENSGALG00000004583,NPLOC4,>4290,>4290,0
ENSGALG00000054746,,18,0-37,29
ENSGALG00000006895,CEP131,987,952-1023,8
ENSGALG00000006900,,645,615-676,14
ENSGALG00000006901,AATK,645,615-676,14
ENSGALG00000042538,BAIAP2,645,615-676,14
ENSGALG00000026428,CHMP6,1714,1660-1768,3
ENSGALG00000007395,,>4290,>4290,0
ENSGALG00000007609,ARHGAP19,645,615-676,14
ENSGALG00000028512,LCOR,544,473-615,15
ENSGALG00000006149,MORN4,544,473-615,15
ENSGALG00000007539,ANKRD2,680,676-684,13
ENSGALG00000003195,TRADD,645,615-676,14
ENSGALG00000003071,OGFOD1,1292,1105-1480,6
ENSGALG00000003084,NUDT21,1714,1660-1768,3
ENSGALG00000001817,CTCF,645,615-676,14
ENSGALG00000030055,RIPOR1,886,824-948,10
ENSGALG00000035029,,>4290,>4290,0
ENSGALG00000004435,RAB27A,>4290,>4290,0
ENSGALG00000037734,PIGB,645,615-676,14
ENSGALG00000037336,PRTG,645,615-676,14
ENSGALG00000011529,NAAA,680,676-684,13
ENSGALG00000052632,,18,0-37,29
ENSGALG00000029621,SEMA3F,987,952-1023,8
