"","gene_name","longest_transcript"
"13129","ENSMUSG00000036835.7","ENSMUST00000207747.1"
"13130","ENSMUSG00000041685.16","ENSMUST00000040340.15"
"13131","ENSMUSG00000021583.7","ENSMUST00000169114.2"
"13132","ENSMUSG00000007610.15","ENSMUST00000168847.7"
"13133","ENSMUSG00000022243.10","ENSMUST00000117100.3"
"13134","ENSMUSG00000041791.6","ENSMUST00000043797.5"
"13135","ENSMUSG00000027868.11","ENSMUST00000029462.9"
"13136","ENSMUSG00000032493.8","ENSMUST00000098345.2"
"13137","ENSMUSG00000044068.7","ENSMUST00000049506.7"
"13138","ENSMUSG00000090546.2","ENSMUST00000166381.2"
"13139","ENSMUSG00000029687.16","ENSMUST00000081721.12"
"13140","ENSMUSG00000030590.15","ENSMUST00000164589.8"
"13141","ENSMUSG00000027011.14","ENSMUST00000028398.13"
"13142","ENSMUSG00000051355.18","ENSMUST00000057843.11"
"13143","ENSMUSG00000060510.14","ENSMUST00000174462.7"
"13144","ENSMUSG00000018415.14","ENSMUST00000139477.7"
"13145","ENSMUSG00000031539.6","ENSMUST00000163739.2"
"13146","ENSMUSG00000024787.14","ENSMUST00000025702.13"
"13147","ENSMUSG00000058398.6","ENSMUST00000077549.6"
"13148","ENSMUSG00000037202.6","ENSMUST00000219375.1"
"13149","ENSMUSG00000044312.4","ENSMUST00000050103.1"
"13150","ENSMUSG00000027843.13","ENSMUST00000029433.8"
"13151","ENSMUSG00000100486.7","ENSMUST00000186010.7"
"13152","ENSMUSG00000098650.1","ENSMUST00000160826.1"
"13153","ENSMUSG00000096446.1","ENSMUST00000168165.1"
"13154","ENSMUSG00000100535.1","ENSMUST00000189315.1"
"13155","ENSMUSG00000035184.15","ENSMUST00000039064.7"
"13156","ENSMUSG00000047257.13","ENSMUST00000011391.11"
"13157","ENSMUSG00000037628.10","ENSMUST00000067426.5"
"13158","ENSMUSG00000020399.14","ENSMUST00000020668.14"
"13159","ENSMUSG00000054312.6","ENSMUST00000067298.4"
"13160","ENSMUSG00000095300.1","ENSMUST00000099521.1"
"13161","ENSMUSG00000060397.6","ENSMUST00000144578.1"
"13162","ENSMUSG00000020437.12","ENSMUST00000003459.3"
"13163","ENSMUSG00000058571.11","ENSMUST00000125435.1"
"13164","ENSMUSG00000107711.2","ENSMUST00000214662.1"
"13165","ENSMUSG00000068015.8","ENSMUST00000088970.6"
"13166","ENSMUSG00000026790.19","ENSMUST00000113765.7"
"13167","ENSMUSG00000028114.16","ENSMUST00000029759.15"
"13168","ENSMUSG00000044976.17","ENSMUST00000055879.8"
"13169","ENSMUSG00000025467.8","ENSMUST00000026540.8"
"13170","ENSMUSG00000046743.6","ENSMUST00000061260.7"
"13171","ENSMUSG00000042502.10","ENSMUST00000166791.7"
"13172","ENSMUSG00000096641.7","ENSMUST00000099519.1"
"13173","ENSMUSG00000025466.19","ENSMUST00000142105.7"
"13174","ENSMUSG00000038550.10","ENSMUST00000159739.7"
"13175","ENSMUSG00000031451.6","ENSMUST00000033828.6"
"13176","ENSMUSG00000074361.11","ENSMUST00000238893.1"
"13177","ENSMUSG00000032456.13","ENSMUST00000112935.7"
"13178","ENSMUSG00000071909.2","ENSMUST00000096633.2"
"13179","ENSMUSG00000026972.15","ENSMUST00000028349.13"
"13180","ENSMUSG00000021481.11","ENSMUST00000159278.7"
"13181","ENSMUSG00000027015.4","ENSMUST00000028403.2"
"13182","ENSMUSG00000028436.8","ENSMUST00000030145.8"
"13183","ENSMUSG00000024986.12","ENSMUST00000025944.8"
"13184","ENSMUSG00000078924.1","ENSMUST00000109228.1"
"13185","ENSMUSG00000049313.8","ENSMUST00000060989.8"
"13186","ENSMUSG00000060735.4","ENSMUST00000058007.6"
"13187","ENSMUSG00000114559.1","ENSMUST00000225905.1"
"13188","ENSMUSG00000037816.10","ENSMUST00000046974.4"
"13189","ENSMUSG00000021243.14","ENSMUST00000021669.14"
"13190","ENSMUSG00000058672.7","ENSMUST00000056427.9"
"13191","ENSMUSG00000038457.17","ENSMUST00000167505.2"
"13192","ENSMUSG00000045030.8","ENSMUST00000213486.1"
"13193","ENSMUSG00000036323.14","ENSMUST00000101087.9"
"13194","ENSMUSG00000032120.11","ENSMUST00000065080.9"
"13195","ENSMUSG00000037681.13","ENSMUST00000042158.12"
"13196","ENSMUSG00000034218.16","ENSMUST00000232179.1"
"13197","ENSMUSG00000041112.17","ENSMUST00000072519.6"
"13198","ENSMUSG00000020092.9","ENSMUST00000020289.9"
"13199","ENSMUSG00000091572.9","ENSMUST00000176328.8"
"13200","ENSMUSG00000032187.16","ENSMUST00000098948.9"
"13201","ENSMUSG00000063245.11","ENSMUST00000130825.7"
"13202","ENSMUSG00000034401.16","ENSMUST00000038868.13"
"13203","ENSMUSG00000062234.14","ENSMUST00000046603.14"
"13204","ENSMUSG00000038543.13","ENSMUST00000090476.9"
"13205","ENSMUSG00000042350.13","ENSMUST00000043169.13"
"13206","ENSMUSG00000025050.8","ENSMUST00000026032.6"
"13207","ENSMUSG00000026004.15","ENSMUST00000068168.9"
"13208","ENSMUSG00000028359.4","ENSMUST00000006687.4"
"13209","ENSMUSG00000054715.11","ENSMUST00000055528.10"
"13210","ENSMUSG00000032897.17","ENSMUST00000043429.11"
"13211","ENSMUSG00000042726.14","ENSMUST00000042312.13"
"13212","ENSMUSG00000022342.6","ENSMUST00000022967.6"
"13213","ENSMUSG00000064044.2","ENSMUST00000215962.1"
"13214","ENSMUSG00000091528.9","ENSMUST00000166914.2"
"13215","ENSMUSG00000027564.4","ENSMUST00000029080.4"
"13216","ENSMUSG00000108265.2","ENSMUST00000214728.1"
"13217","ENSMUSG00000092049.9","ENSMUST00000175724.8"
"13218","ENSMUSG00000035105.5","ENSMUST00000039516.3"
"13219","ENSMUSG00000022129.4","ENSMUST00000022725.3"
"13220","ENSMUSG00000029780.14","ENSMUST00000031793.7"
"13221","ENSMUSG00000050248.11","ENSMUST00000056365.8"
"13222","ENSMUSG00000060030.5","ENSMUST00000215513.1"
"13223","ENSMUSG00000024694.9","ENSMUST00000025598.9"
"13224","ENSMUSG00000095918.7","ENSMUST00000171093.7"
"13225","ENSMUSG00000037171.6","ENSMUST00000049339.6"
"13226","ENSMUSG00000029361.18","ENSMUST00000102557.9"
"13227","ENSMUSG00000042532.14","ENSMUST00000122375.7"
"13228","ENSMUSG00000031309.15","ENSMUST00000033671.12"
"13229","ENSMUSG00000058192.16","ENSMUST00000115557.9"
"13230","ENSMUSG00000001150.7","ENSMUST00000170795.2"
"13231","ENSMUSG00000032011.5","ENSMUST00000114840.1"
"13232","ENSMUSG00000022437.7","ENSMUST00000023071.7"
"13233","ENSMUSG00000046402.10","ENSMUST00000052068.10"
"13234","ENSMUSG00000000194.13","ENSMUST00000056433.6"
"13235","ENSMUSG00000045136.6","ENSMUST00000075774.4"
"13236","ENSMUSG00000026005.15","ENSMUST00000113995.1"
"13237","ENSMUSG00000021338.17","ENSMUST00000072889.11"
"13238","ENSMUSG00000014956.15","ENSMUST00000015100.14"
"13239","ENSMUSG00000042401.8","ENSMUST00000238290.1"
"13240","ENSMUSG00000022672.8","ENSMUST00000023352.8"
"13241","ENSMUSG00000022377.16","ENSMUST00000177374.7"
"13242","ENSMUSG00000006169.20","ENSMUST00000109261.10"
"13243","ENSMUSG00000029629.17","ENSMUST00000115511.8"
"13244","ENSMUSG00000051036.13","ENSMUST00000050258.8"
"13245","ENSMUSG00000049130.6","ENSMUST00000168818.1"
"13246","ENSMUSG00000041653.5","ENSMUST00000045289.5"
"13247","ENSMUSG00000025049.6","ENSMUST00000026027.6"
"13248","ENSMUSG00000001424.14","ENSMUST00000001460.13"
"13249","ENSMUSG00000049044.16","ENSMUST00000090826.11"
"13250","ENSMUSG00000098557.1","ENSMUST00000184744.1"
"13251","ENSMUSG00000094918.3","ENSMUST00000099518.3"
"13252","ENSMUSG00000032252.14","ENSMUST00000185675.6"
"13253","ENSMUSG00000027712.13","ENSMUST00000029266.13"
"13254","ENSMUSG00000014932.15","ENSMUST00000202543.3"
"13255","ENSMUSG00000107677.2","ENSMUST00000215071.1"
"13256","ENSMUSG00000030556.13","ENSMUST00000053950.9"
"13257","ENSMUSG00000071528.4","ENSMUST00000235771.1"
"13258","ENSMUSG00000005107.13","ENSMUST00000067886.11"
"13259","ENSMUSG00000056959.6","ENSMUST00000203256.3"
"13260","ENSMUSG00000045973.18","ENSMUST00000107796.7"
"13261","ENSMUSG00000049719.14","ENSMUST00000176403.7"
"13262","ENSMUSG00000036246.14","ENSMUST00000036074.14"
"13263","ENSMUSG00000046846.4","ENSMUST00000056949.4"
"13264","ENSMUSG00000033126.5","ENSMUST00000049185.5"
"13265","ENSMUSG00000061540.3","ENSMUST00000075341.3"
"13266","ENSMUSG00000056427.10","ENSMUST00000069837.3"
"13267","ENSMUSG00000005233.16","ENSMUST00000112320.7"
"13268","ENSMUSG00000066090.5","ENSMUST00000106869.2"
"13269","ENSMUSG00000031015.8","ENSMUST00000033325.8"
"13270","ENSMUSG00000009114.17","ENSMUST00000092406.11"
"13271","ENSMUSG00000028040.7","ENSMUST00000029674.7"
"13272","ENSMUSG00000052369.8","ENSMUST00000229428.1"
"13273","ENSMUSG00000048424.17","ENSMUST00000053308.9"
"13274","ENSMUSG00000064194.10","ENSMUST00000202535.3"
"13275","ENSMUSG00000036934.9","ENSMUST00000047749.6"
"13276","ENSMUSG00000030516.14","ENSMUST00000102592.9"
"13277","ENSMUSG00000056537.11","ENSMUST00000121153.7"
"13278","ENSMUSG00000001248.15","ENSMUST00000001280.13"
"13279","ENSMUSG00000026664.7","ENSMUST00000027975.7"
"13280","ENSMUSG00000022818.13","ENSMUST00000182741.1"
"13281","ENSMUSG00000057531.14","ENSMUST00000072329.14"
"13282","ENSMUSG00000055239.10","ENSMUST00000068697.10"
"13283","ENSMUSG00000029173.12","ENSMUST00000031069.12"
"13284","ENSMUSG00000084063.1","ENSMUST00000120734.1"
"13285","ENSMUSG00000042453.14","ENSMUST00000161356.7"
"13286","ENSMUSG00000033805.12","ENSMUST00000049146.11"
"13287","ENSMUSG00000074500.11","ENSMUST00000034647.10"
"13288","ENSMUSG00000025921.7","ENSMUST00000027053.7"
"13289","ENSMUSG00000020091.15","ENSMUST00000020288.14"
"13290","ENSMUSG00000032580.12","ENSMUST00000182659.7"
"13291","ENSMUSG00000030092.14","ENSMUST00000089215.11"
"13292","ENSMUSG00000091811.2","ENSMUST00000169612.2"
"13293","ENSMUSG00000036760.7","ENSMUST00000044624.7"
"13294","ENSMUSG00000027713.6","ENSMUST00000029268.6"
"13295","ENSMUSG00000020900.15","ENSMUST00000092984.5"
"13296","ENSMUSG00000022677.15","ENSMUST00000023357.13"
"13297","ENSMUSG00000041930.7","ENSMUST00000043650.7"
"13298","ENSMUSG00000030759.16","ENSMUST00000033018.14"
"13299","ENSMUSG00000024772.9","ENSMUST00000025684.3"
"13300","ENSMUSG00000048108.13","ENSMUST00000056623.12"
"13301","ENSMUSG00000032329.4","ENSMUST00000217518.1"
"13302","ENSMUSG00000057278.8","ENSMUST00000089558.6"
"13303","ENSMUSG00000079592.9","ENSMUST00000114816.7"
"13304","ENSMUSG00000033794.6","ENSMUST00000166599.1"
"13305","ENSMUSG00000048752.7","ENSMUST00000051097.5"
"13306","ENSMUSG00000049939.6","ENSMUST00000062304.6"
"13307","ENSMUSG00000024911.7","ENSMUST00000025847.6"
"13308","ENSMUSG00000068245.14","ENSMUST00000161031.1"
"13309","ENSMUSG00000006216.10","ENSMUST00000006378.8"
"13310","ENSMUSG00000048794.14","ENSMUST00000165673.4"
"13311","ENSMUSG00000038368.16","ENSMUST00000097992.9"
"13312","ENSMUSG00000108596.1","ENSMUST00000098015.9"
"13313","ENSMUSG00000024927.8","ENSMUST00000025867.5"
"13314","ENSMUSG00000064065.15","ENSMUST00000078070.9"
"13315","ENSMUSG00000081218.1","ENSMUST00000119285.1"
"13316","ENSMUSG00000032688.9","ENSMUST00000224056.2"
"13317","ENSMUSG00000030786.18","ENSMUST00000120355.7"
"13318","ENSMUSG00000056999.15","ENSMUST00000131070.1"
"13319","ENSMUSG00000053128.15","ENSMUST00000065379.4"
"13320","ENSMUSG00000039159.16","ENSMUST00000102993.9"
"13321","ENSMUSG00000025920.19","ENSMUST00000054668.12"
"13322","ENSMUSG00000059504.7","ENSMUST00000205189.3"
"13323","ENSMUSG00000032010.15","ENSMUST00000034508.13"
"13324","ENSMUSG00000025427.15","ENSMUST00000026494.13"
"13325","ENSMUSG00000049154.12","ENSMUST00000239007.1"
"13326","ENSMUSG00000046974.6","ENSMUST00000050937.6"
"13327","ENSMUSG00000024910.5","ENSMUST00000025844.5"
"13328","ENSMUSG00000071893.7","ENSMUST00000176838.1"
"13329","ENSMUSG00000034430.16","ENSMUST00000075117.9"
"13330","ENSMUSG00000063052.9","ENSMUST00000072080.9"
"13331","ENSMUSG00000065954.11","ENSMUST00000084030.5"
"13332","ENSMUSG00000044408.7","ENSMUST00000218147.1"
"13333","ENSMUSG00000031364.2","ENSMUST00000033730.2"
"13334","ENSMUSG00000051615.14","ENSMUST00000062117.13"
"13335","ENSMUSG00000024782.7","ENSMUST00000025696.4"
"13336","ENSMUSG00000042492.12","ENSMUST00000120705.2"
"13337","ENSMUSG00000091144.2","ENSMUST00000166912.2"
"13338","ENSMUSG00000036867.7","ENSMUST00000041029.5"
"13339","ENSMUSG00000074655.1","ENSMUST00000099170.1"
"13340","ENSMUSG00000024780.7","ENSMUST00000050148.4"
"13341","ENSMUSG00000035199.6","ENSMUST00000044681.6"
"13342","ENSMUSG00000071550.14","ENSMUST00000120049.7"
"13343","ENSMUSG00000037031.10","ENSMUST00000047883.10"
"13344","ENSMUSG00000079442.12","ENSMUST00000102818.10"
"13345","ENSMUSG00000028444.17","ENSMUST00000102961.9"
"13346","ENSMUSG00000116336.1","ENSMUST00000230067.1"
"13347","ENSMUSG00000021395.11","ENSMUST00000095797.5"
"13348","ENSMUSG00000083695.6","ENSMUST00000059320.3"
"13349","ENSMUSG00000047104.5","ENSMUST00000050471.3"
"13350","ENSMUSG00000015890.2","ENSMUST00000016034.2"
"13351","ENSMUSG00000016382.15","ENSMUST00000114058.7"
"13352","ENSMUSG00000045340.4","ENSMUST00000226255.1"
"13353","ENSMUSG00000064010.12","ENSMUST00000077173.12"
"13354","ENSMUSG00000016487.15","ENSMUST00000111623.8"
"13355","ENSMUSG00000070438.5","ENSMUST00000217506.1"
"13356","ENSMUSG00000021396.5","ENSMUST00000021828.5"
"13357","ENSMUSG00000045826.9","ENSMUST00000061086.8"
"13358","ENSMUSG00000024365.9","ENSMUST00000025223.8"
"13359","ENSMUSG00000037922.13","ENSMUST00000041577.12"
"13360","ENSMUSG00000038975.14","ENSMUST00000167111.5"
"13361","ENSMUSG00000096806.2","ENSMUST00000216407.1"
"13362","ENSMUSG00000096902.7","ENSMUST00000191305.6"
"13363","ENSMUSG00000024830.17","ENSMUST00000025749.14"
"13364","ENSMUSG00000031700.11","ENSMUST00000034136.11"
"13365","ENSMUSG00000094805.2","ENSMUST00000216473.1"
"13366","ENSMUSG00000047921.17","ENSMUST00000089770.10"
"13367","ENSMUSG00000038691.5","ENSMUST00000213625.1"
"13368","ENSMUSG00000053799.8","ENSMUST00000238954.1"
"13369","ENSMUSG00000022126.6","ENSMUST00000022722.6"
"13370","ENSMUSG00000072915.3","ENSMUST00000139337.2"
"13371","ENSMUSG00000012848.15","ENSMUST00000108539.7"
"13372","ENSMUSG00000031367.15","ENSMUST00000069041.14"
"13373","ENSMUSG00000020491.15","ENSMUST00000073924.9"
"13374","ENSMUSG00000042262.5","ENSMUST00000048777.3"
"13375","ENSMUSG00000028497.12","ENSMUST00000132493.7"
"13376","ENSMUSG00000079092.4","ENSMUST00000110594.3"
"13377","ENSMUSG00000044294.8","ENSMUST00000023720.7"
"13378","ENSMUSG00000025952.15","ENSMUST00000114064.2"
"13379","ENSMUSG00000037001.10","ENSMUST00000102703.1"
"13380","ENSMUSG00000090346.2","ENSMUST00000226130.1"
"13381","ENSMUSG00000062778.12","ENSMUST00000079132.11"
"13382","ENSMUSG00000030650.18","ENSMUST00000121715.7"
"13383","ENSMUSG00000026885.13","ENSMUST00000028248.10"
"13384","ENSMUSG00000030232.18","ENSMUST00000095350.10"
"13385","ENSMUSG00000036376.3","ENSMUST00000041782.3"
"13386","ENSMUSG00000115701.1","ENSMUST00000228285.1"
"13387","ENSMUSG00000027185.15","ENSMUST00000028608.12"
"13388","ENSMUSG00000036503.13","ENSMUST00000041826.13"
"13389","ENSMUSG00000037957.14","ENSMUST00000095410.7"
"13390","ENSMUSG00000108900.1","ENSMUST00000207913.1"
"13391","ENSMUSG00000054302.15","ENSMUST00000161592.7"
"13392","ENSMUSG00000034968.3","ENSMUST00000041265.3"
"13393","ENSMUSG00000030411.16","ENSMUST00000032571.9"
"13394","ENSMUSG00000073658.4","ENSMUST00000027090.8"
"13395","ENSMUSG00000032018.14","ENSMUST00000052725.14"
"13396","ENSMUSG00000020594.14","ENSMUST00000163569.7"
"13397","ENSMUSG00000012076.8","ENSMUST00000059250.7"
"13398","ENSMUSG00000046718.8","ENSMUST00000051672.8"
"13399","ENSMUSG00000049548.9","ENSMUST00000023713.9"
"13400","ENSMUSG00000029176.13","ENSMUST00000031072.13"
"13401","ENSMUSG00000109564.1","ENSMUST00000208663.1"
"13402","ENSMUSG00000026974.11","ENSMUST00000028350.8"
"13403","ENSMUSG00000024952.13","ENSMUST00000237442.1"
"13404","ENSMUSG00000025013.15","ENSMUST00000025986.14"
"13405","ENSMUSG00000031907.9","ENSMUST00000034382.7"
"13406","ENSMUSG00000037652.15","ENSMUST00000168645.7"
"13407","ENSMUSG00000012396.12","ENSMUST00000012540.4"
"13408","ENSMUSG00000079511.8","ENSMUST00000101253.5"
"13409","ENSMUSG00000056458.16","ENSMUST00000070565.14"
"13410","ENSMUSG00000044037.15","ENSMUST00000084926.8"
"13411","ENSMUSG00000039158.11","ENSMUST00000035724.4"
"13412","ENSMUSG00000085007.3","ENSMUST00000124606.2"
"13413","ENSMUSG00000107499.1","ENSMUST00000101254.8"
"13414","ENSMUSG00000054141.5","ENSMUST00000216754.2"
"13415","ENSMUSG00000093923.7","ENSMUST00000101667.9"
"13416","ENSMUSG00000030037.9","ENSMUST00000113938.4"
"13417","ENSMUSG00000030672.12","ENSMUST00000032910.12"
"13418","ENSMUSG00000071629.3","ENSMUST00000217001.1"
"13419","ENSMUSG00000036620.14","ENSMUST00000041725.13"
"13420","ENSMUSG00000025326.12","ENSMUST00000200758.3"
"13421","ENSMUSG00000006369.14","ENSMUST00000057410.13"
"13422","ENSMUSG00000047497.10","ENSMUST00000061318.8"
"13423","ENSMUSG00000034087.14","ENSMUST00000117413.8"
"13424","ENSMUSG00000096846.7","ENSMUST00000164262.7"
"13425","ENSMUSG00000051965.8","ENSMUST00000063563.8"
"13426","ENSMUSG00000095975.3","ENSMUST00000184016.2"
"13427","ENSMUSG00000036693.12","ENSMUST00000041364.12"
"13428","ENSMUSG00000022545.13","ENSMUST00000023206.13"
"13429","ENSMUSG00000048481.15","ENSMUST00000059331.8"
"13430","ENSMUSG00000020018.6","ENSMUST00000020203.6"
"13431","ENSMUSG00000040722.7","ENSMUST00000046587.7"
"13432","ENSMUSG00000052131.7","ENSMUST00000007449.8"
"13433","ENSMUSG00000031295.13","ENSMUST00000033652.8"
"13434","ENSMUSG00000032400.18","ENSMUST00000122091.7"
"13435","ENSMUSG00000093696.1","ENSMUST00000176252.1"
"13436","ENSMUSG00000001158.13","ENSMUST00000113683.1"
"13437","ENSMUSG00000036168.15","ENSMUST00000092215.5"
"13438","ENSMUSG00000005232.11","ENSMUST00000005364.11"
"13439","ENSMUSG00000032376.12","ENSMUST00000127569.7"
"13440","ENSMUSG00000032110.4","ENSMUST00000034620.4"
"13441","ENSMUSG00000038193.4","ENSMUST00000040104.4"
"13442","ENSMUSG00000078116.4","ENSMUST00000215380.2"
"13443","ENSMUSG00000022191.16","ENSMUST00000090292.12"
"13444","ENSMUSG00000047026.9","ENSMUST00000047045.9"
"13445","ENSMUSG00000095829.8","ENSMUST00000172106.8"
"13446","ENSMUSG00000032097.10","ENSMUST00000217034.1"
"13447","ENSMUSG00000051414.5","ENSMUST00000058411.3"
"13448","ENSMUSG00000095484.4","ENSMUST00000207987.2"
"13449","ENSMUSG00000062868.4","ENSMUST00000078861.2"
"13450","ENSMUSG00000020490.16","ENSMUST00000069941.12"
"13451","ENSMUSG00000028402.18","ENSMUST00000220807.1"
"13452","ENSMUSG00000041375.18","ENSMUST00000118976.8"
"13453","ENSMUSG00000028314.6","ENSMUST00000029995.5"
"13454","ENSMUSG00000031813.8","ENSMUST00000034272.8"
"13455","ENSMUSG00000001986.16","ENSMUST00000115103.8"
"13456","ENSMUSG00000024835.15","ENSMUST00000008893.8"
"13457","ENSMUSG00000046585.9","ENSMUST00000066308.8"
"13458","ENSMUSG00000111409.1","ENSMUST00000162126.7"
"13459","ENSMUSG00000025544.13","ENSMUST00000026624.10"
"13460","ENSMUSG00000004455.16","ENSMUST00000086294.10"
"13461","ENSMUSG00000022323.11","ENSMUST00000022946.5"
"13462","ENSMUSG00000095957.2","ENSMUST00000218385.1"
"13463","ENSMUSG00000034739.17","ENSMUST00000034654.8"
"13464","ENSMUSG00000025533.15","ENSMUST00000161094.7"
"13465","ENSMUSG00000048699.4","ENSMUST00000023714.4"
"13466","ENSMUSG00000071722.4","ENSMUST00000096367.4"
"13467","ENSMUSG00000032607.12","ENSMUST00000035230.6"
"13468","ENSMUSG00000063600.14","ENSMUST00000119598.7"
"13469","ENSMUSG00000034926.3","ENSMUST00000047973.3"
"13470","ENSMUSG00000015363.13","ENSMUST00000081702.11"
"13471","ENSMUSG00000089717.2","ENSMUST00000095085.1"
"13472","ENSMUSG00000079523.8","ENSMUST00000144337.1"
"13473","ENSMUSG00000050079.10","ENSMUST00000060389.9"
"13474","ENSMUSG00000115022.1","ENSMUST00000167175.7"
"13475","ENSMUSG00000049555.10","ENSMUST00000050958.8"
"13476","ENSMUSG00000021900.10","ENSMUST00000090147.6"
"13477","ENSMUSG00000074579.14","ENSMUST00000177434.2"
"13478","ENSMUSG00000055547.4","ENSMUST00000068875.4"
"13479","ENSMUSG00000026482.13","ENSMUST00000111859.7"
"13480","ENSMUSG00000034334.8","ENSMUST00000040106.8"
"13481","ENSMUSG00000031842.14","ENSMUST00000110095.2"
"13482","ENSMUSG00000030811.14","ENSMUST00000186207.6"
"13483","ENSMUSG00000057606.14","ENSMUST00000112027.8"
"13484","ENSMUSG00000026208.9","ENSMUST00000027409.9"
"13485","ENSMUSG00000020081.5","ENSMUST00000020278.5"
"13486","ENSMUSG00000028794.13","ENSMUST00000030585.7"
"13487","ENSMUSG00000029179.14","ENSMUST00000031077.12"
"13488","ENSMUSG00000095525.1","ENSMUST00000086492.1"
"13489","ENSMUSG00000042476.12","ENSMUST00000003717.12"
"13490","ENSMUSG00000028964.14","ENSMUST00000030805.13"
"13491","ENSMUSG00000096289.4","ENSMUST00000216014.2"
"13492","ENSMUSG00000061208.6","ENSMUST00000227706.1"
"13493","ENSMUSG00000020235.16","ENSMUST00000140901.7"
"13494","ENSMUSG00000090291.3","ENSMUST00000171400.3"
"13495","ENSMUSG00000032401.15","ENSMUST00000034969.13"
"13496","ENSMUSG00000021624.9","ENSMUST00000022124.9"
"13497","ENSMUSG00000030942.8","ENSMUST00000033236.8"
"13498","ENSMUSG00000028926.15","ENSMUST00000030763.12"
"13499","ENSMUSG00000055360.13","ENSMUST00000126540.7"
"13500","ENSMUSG00000029403.14","ENSMUST00000086978.11"
"13501","ENSMUSG00000091541.2","ENSMUST00000228714.1"
"13502","ENSMUSG00000058441.7","ENSMUST00000162424.1"
"13503","ENSMUSG00000044813.15","ENSMUST00000061986.11"
"13504","ENSMUSG00000115181.1","ENSMUST00000228270.1"
"13505","ENSMUSG00000049648.4","ENSMUST00000107670.2"
"13506","ENSMUSG00000052102.15","ENSMUST00000063814.14"
"13507","ENSMUSG00000044086.8","ENSMUST00000095655.3"
"13508","ENSMUSG00000021147.17","ENSMUST00000021572.10"
"13509","ENSMUSG00000012443.4","ENSMUST00000012587.3"
"13510","ENSMUSG00000031393.16","ENSMUST00000033770.12"
"13511","ENSMUSG00000039539.13","ENSMUST00000118896.1"
"13512","ENSMUSG00000055368.14","ENSMUST00000165470.8"
"13513","ENSMUSG00000034751.17","ENSMUST00000167058.7"
"13514","ENSMUSG00000045204.4","ENSMUST00000213018.2"
"13515","ENSMUSG00000044551.13","ENSMUST00000058240.13"
"13516","ENSMUSG00000021884.18","ENSMUST00000156431.7"
"13517","ENSMUSG00000000948.16","ENSMUST00000179360.2"
"13518","ENSMUSG00000059303.6","ENSMUST00000074986.6"
"13519","ENSMUSG00000020074.7","ENSMUST00000020268.6"
"13520","ENSMUSG00000054626.11","ENSMUST00000067763.9"
"13521","ENSMUSG00000022125.7","ENSMUST00000022721.7"
"13522","ENSMUSG00000059206.4","ENSMUST00000079113.4"
"13523","ENSMUSG00000020817.16","ENSMUST00000108533.9"
"13524","ENSMUSG00000015702.13","ENSMUST00000107183.7"
"13525","ENSMUSG00000048502.14","ENSMUST00000049793.8"
"13526","ENSMUSG00000096732.7","ENSMUST00000167041.7"
"13527","ENSMUSG00000026895.7","ENSMUST00000070112.5"
"13528","ENSMUSG00000039461.12","ENSMUST00000195615.1"
"13529","ENSMUSG00000028454.16","ENSMUST00000098109.8"
"13530","ENSMUSG00000023827.8","ENSMUST00000024594.8"
"13531","ENSMUSG00000031370.12","ENSMUST00000112289.8"
"13532","ENSMUSG00000031173.13","ENSMUST00000049910.12"
"13533","ENSMUSG00000003778.14","ENSMUST00000115765.1"
"13534","ENSMUSG00000028351.5","ENSMUST00000030036.5"
"13535","ENSMUSG00000100846.1","ENSMUST00000144760.2"
"13536","ENSMUSG00000025766.14","ENSMUST00000108065.8"
"13537","ENSMUSG00000029186.12","ENSMUST00000031081.10"
"13538","ENSMUSG00000052861.13","ENSMUST00000204053.1"
"13539","ENSMUSG00000050164.11","ENSMUST00000166855.2"
"13540","ENSMUSG00000007815.13","ENSMUST00000007959.13"
"13541","ENSMUSG00000044816.10","ENSMUST00000050047.3"
"13542","ENSMUSG00000003135.15","ENSMUST00000161515.7"
"13543","ENSMUSG00000031774.8","ENSMUST00000034226.7"
"13544","ENSMUSG00000028954.11","ENSMUST00000197407.4"
"13545","ENSMUSG00000031394.11","ENSMUST00000101457.9"
"13546","ENSMUSG00000102252.5","ENSMUST00000059305.16"
"13547","ENSMUSG00000044429.8","ENSMUST00000061497.8"
"13548","ENSMUSG00000068587.10","ENSMUST00000238599.1"
"13549","ENSMUSG00000096620.2","ENSMUST00000096469.6"
"13550","ENSMUSG00000015714.11","ENSMUST00000015858.11"
"13551","ENSMUSG00000110621.3","ENSMUST00000215699.1"
"13552","ENSMUSG00000020537.9","ENSMUST00000018568.3"
"13553","ENSMUSG00000034854.8","ENSMUST00000044844.8"
"13554","ENSMUSG00000018846.8","ENSMUST00000018990.7"
"13555","ENSMUSG00000024769.7","ENSMUST00000025681.7"
"13556","ENSMUSG00000024306.13","ENSMUST00000234736.1"
"13557","ENSMUSG00000032890.17","ENSMUST00000071093.8"
"13558","ENSMUSG00000041351.16","ENSMUST00000105835.7"
"13559","ENSMUSG00000110519.2","ENSMUST00000212127.2"
"13560","ENSMUSG00000034681.17","ENSMUST00000088512.12"
"13561","ENSMUSG00000021271.5","ENSMUST00000170060.3"
"13562","ENSMUSG00000115236.1","ENSMUST00000226968.1"
"13563","ENSMUSG00000020496.9","ENSMUST00000094151.5"
"13564","ENSMUSG00000020234.10","ENSMUST00000020456.4"
"13565","ENSMUSG00000091206.2","ENSMUST00000172359.2"
